Product Name,Price,Rating,Ratings Count,Reviews Count,Features,Price_Clean,Ratings_Count_Clean,Reviews_Count_Clean,Brand,Processor,RAM_GB,Storage_GB
Samsung Galaxy Book4 Edge Series Copilot Ai-Pc Full Metal Chasis Qualcomm Snapdragon X - (16 Gb/512 Gb...,"₹59,550",4.4,"2,345",207,Qualcomm Snapdragon X Processor | 16 GB LPDDR5X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home and Student 2024 | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,59550.0,2345,207,Samsung,Qualcomm Snapdragon,16.0,16.0
Motorola Motobook 60 Full Metal Oled (I5 14Th Gen) Intel Core 5 (Series 2) 210H - (16 Gb/512 Gb Ssd/Wi...,"₹49,990",4.4,"2,314",260,Intel Core 5 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,49990.0,2314,260,Motorola,Other,16.0,16.0
Acer Aspire 3 Intel Celeron Dual Core - (8 Gb/512 Gb Ssd/Windows 11 Home) A311-45 Thin And Light Lapto...,"₹23,590",3.8,"7,961",696,Intel Celeron Dual Core Processor | 8 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 29.46 cm (11.6 Inch) Display | 1 Year Warranty,23590.0,7961,696,Acer,Intel Celeron,8.0,8.0
Samsung Galaxy Book4 Metal Intel Core I7 13Th Gen 1355U - (16 Gb/512 Gb Ssd/Windows 11 Home) Np750Xgj-...,"₹57,570",4.4,"4,754",308,Intel Core i7 Processor (13th Gen) | 16 GB LPDDR4X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,57570.0,4754,308,Samsung,Intel Core i7,16.0,16.0
Samsung Galaxy Book5 Ai Metal Intel Core Ultra 5 225U - (16 Gb/512 Gb Ssd/Windows 11 Home) Np750Xhd Th...,"₹68,390",4.6,434,46,Intel Core Ultra 5 Processor | 16 GB LPDDR5X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home and Student 2024 | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,68390.0,434,46,Samsung,Other,16.0,16.0
"Asus Vivobook S14 (2025) With Office 2024 + M365 Basic*, Ai Pc, Backlit Keyboard, Qualcomm Snapdragon ...","₹59,990",4.5,815,59,"Qualcomm Snapdragon X Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps | 1 Year Onsite Warranty",59990.0,815,59,Asus,Qualcomm Snapdragon,16.0,16.0
Lenovo Ideapad Pro 5 Intel Core Ultra 9 285H - (32 Gb/1 Tb Ssd/Windows 11 Home) 14Iah10 Thin And Light...,"₹1,08,990",4.2,6,0,Intel Core Ultra 9 Processor | 32 GB LPDDR5X RAM | Windows 11 Home Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty,108990.0,6,0,Lenovo,Other,32.0,32.0
Acer Aspire 15 Amd Ryzen 5 Hexa Core 7430U - (16 Gb/512 Gb Ssd/Windows 11 Home) Aspire As15-42 Thin An...,"₹38,990",4.1,"3,310",325,AMD Ryzen 5 Hexa Core Processor | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty,38990.0,3310,325,Acer,AMD Ryzen,16.0,16.0
Lenovo Ideapad Slim 3 Intel Core I5 12Th Gen 12450H - (16 Gb/512 Gb Ssd/Windows 11 Home) 15Iah8 Thin A...,"₹46,990",4.2,662,40,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Warranty,46990.0,662,40,Lenovo,Intel Core i5,16.0,16.0
Asus Vivobook Go 15 Amd Ryzen 3 Quad Core 7320U - (8 Gb/512 Gb Ssd/Windows 11 Home) E1504Fa-Nj131Ws | ...,"₹32,190",4.3,"1,722",115,AMD Ryzen 3 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 + Microsoft 365 Basic | 1 Year Onsite Warranty,32190.0,1722,115,Asus,AMD Ryzen,8.0,8.0
Hp 15S Metal Intel Core I3 13Th Gen 1315U - (8 Gb/512 Gb Ssd/Windows 11 Home) 15-Hr0005Tu Thin And Lig...,"₹41,990",4.3,38,2,Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home 2024 + MISC PC Game Pass DA 3M | 1 Year Onsite Warranty,41990.0,38,2,Hp,Intel Core i3,8.0,8.0
Dell Inspiron 15 Mso'24 With Backlit Keyboard And Fingerprint Sensor Intel Core I5 13Th Gen 1334U - (1...,"₹61,990",4.2,410,20,"Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Operating System | 1 TB SSD | 38.1 cm (15 Inch) Display | My Dell (Dell Power Manager,Dell Support Assist) | 1 Year Onsite Hardware Service",61990.0,410,20,Dell,Intel Core i5,16.0,16.0
Asus Chromebook Cx15 Intel Celeron Dual Core N4500 - (4 Gb/64 Gb Emmc Storage/Chrome Os) Cx1505Cka-S70...,"₹17,990",4.1,63,5,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,17990.0,63,5,Asus,Intel Celeron,4.0,4.0
Lenovo Ideapad 3 Chrome Intel Celeron Dual Core N4500 - (8 Gb/128 Gb Emmc Storage/Chrome Os) 15Ijl6 Ch...,"₹30,790",3.5,137,9,Intel Celeron Dual Core Processor | 8 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty,30790.0,137,9,Lenovo,Intel Celeron,8.0,8.0
Asus Vivobook 15 (2025) With Office 2024 + M365 Basic* Intel Core I3 13Th Gen - (8 Gb/512 Gb Ssd/Windo...,"₹35,990",4.2,853,50,Intel Core i3 Processor (13th Gen) | 8 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 + Microsoft 365 Basic | 1 Year Onsite Warranty,35990.0,853,50,Asus,Intel Core i3,8.0,8.0
Hp Omnibook 7 Aero (Previously Pavilion) Amd Ryzen Ai 7 Octa Core Ai 7 350 - (16 Gb/512 Gb Ssd/Windows...,"₹69,990",3.9,50,4,AMD Ryzen AI 7 Octa Core Processor | 16 GB LPDDR5X RAM | Windows 11 Operating System | 512 GB SSD | 33.78 cm (13.3 Inch) Display | 1 Year Onsite Service,69990.0,50,4,Hp,AMD Ryzen,16.0,16.0
Prittec Intel Celeron Dual Core N4200 - (8 Gb/256 Gb Ssd/Windows 11 Home) N140P01 Laptop,"₹17,998",4.3,8,4,Intel Celeron Dual Core Processor | 8 GB DDR4 RAM | Windows 11 Operating System | 256 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Manufacturer Warranty,17998.0,8,4,Other,Intel Celeron,8.0,8.0
Samsung Galaxy Book4 Metal Intel Core I5 13Th Gen 1335U - (16 Gb/512 Gb Ssd/Windows 11 Home) Np750Xgj ...,"₹51,990",4.4,"15,581","1,237",Intel Core i5 Processor (13th Gen) | 16 GB LPDDR4X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,51990.0,15581,1237,Samsung,Intel Core i5,16.0,16.0
Motorola Motobook 60 Full Metal Oled (I7 14Th Gen) Intel Core 7 (Series 2) 240H - (16 Gb/1 Tb Ssd/Wind...,"₹61,990",4.4,765,84,Intel Core 7 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,61990.0,765,84,Motorola,Other,16.0,16.0
Hp 14 Ai Pc Intel Core Ultra 7 155H - (16 Gb/512 Gb Ssd/Windows 11 Home) 14-Gr1036Tu Thin And Light La...,"₹76,990",4.2,358,31,Intel Core Ultra 7 Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty,76990.0,358,31,Hp,Other,16.0,16.0
Acer Aspire 3 Backlit Amd Ryzen 7 Octa Core 7730U - (16 Gb/1 Tb Ssd/Windows 11 Home) A325-42 / As15-42...,"₹46,990",4.1,"1,657",125,AMD Ryzen 7 Octa Core Processor | 16 GB DDR4 RAM | Windows 11 Operating System | 1 TB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty,46990.0,1657,125,Acer,AMD Ryzen,16.0,16.0
Acer Aspire 3 Intel Celeron Dual Core - (8 Gb/256 Gb Ssd/Windows 11 Home) A311-45 Thin And Light Lapto...,"₹19,590",3.8,"7,961",696,Intel Celeron Dual Core Processor | 8 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 256 GB SSD | 29.46 cm (11.6 Inch) Display | 1 Year Warranty,19590.0,7961,696,Acer,Intel Celeron,8.0,8.0
Dell 15 Amd Ryzen 5 Hexa Core 7530U - (16 Gb/512 Gb Ssd/Windows 11 Home) 3535 Thin And Light Laptop,"₹42,990",4.3,"2,545",172,"AMD Ryzen 5 Hexa Core Processor | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | My Dell (Dell Power Manager,Dell Support Assist) | 1 Year Onsite Warranty",42990.0,2545,172,Dell,AMD Ryzen,16.0,16.0
Asus Vivobook Go 14 (2025) With Office 2024 + M365 Basic* Amd Ryzen 3 Quad Core 7320U - (8 Gb/512 Gb S...,"₹31,990",4.2,"3,105",278,"AMD Ryzen 3 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year | 1 Year Onsite Warranty",31990.0,3105,278,Asus,AMD Ryzen,8.0,8.0
"Asus Vivobook 15, With Backlit Keyboard, Intel Core I3 13Th Gen 1315U - (16 Gb/512 Gb Ssd/Windows 11 H...","₹38,800",4.3,"2,371",146,Intel Core i3 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 + Microsoft 365 Basic | 1 Year Onsite Warranty,38800.0,2371,146,Asus,Intel Core i3,16.0,16.0
Lenovo Loq Essential Intel Core I7 12650Hx - (16 Gb/512 Gb Ssd/Windows 11 Home/6 Gb Graphics/Nvidia Ge...,"₹79,990",4.5,24,1,Intel Core i7 Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty,79990.0,24,1,Lenovo,Intel Core i7,16.0,16.0
Dell 15 Intel Core I3 13Th Gen 1305U - (16 Gb/512 Gb Ssd/Windows 11 Home) 3530 Thin And Light Laptop,"₹42,990",4.2,599,42,"Intel Core i3 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office H&S 2024, My Dell (Dell Power Manager, Dell Support Assist) | 1 Year Onsite Hardware Service",42990.0,599,42,Dell,Intel Core i3,16.0,16.0
Hp Laptop Intel Core I3 13Th Gen 1315U - (8 Gb/512 Gb Ssd/Windows 11 Home) 15-Fd0129Tu / 15-Fd0568Tu T...,"₹39,990",4.2,"2,532",151,Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty,39990.0,2532,151,Hp,Intel Core i3,8.0,8.0
"Asus Vivobook S15, A-Part Metal Body, Backlit Keyboard, Intel Core I9 13Th Gen 13900H - (16 Gb/512 Gb ...","₹72,990",4.4,160,13,Intel Core i9 Processor (13th Gen) | 16 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,72990.0,160,13,Asus,Other,16.0,16.0
Asus Expertbook P3 Metal High-Performance Processor Intel Core I7 13Th Gen 13620H - (32 Gb/1 Tb Ssd/Wi...,"₹73,990",4.3,164,23,"Intel Core i7 Processor (13th Gen) | 32 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity) | 1 Year Onsite Warranty",73990.0,164,23,Asus,Intel Core i7,32.0,32.0
Acer Aspire 3 Amd Ryzen 3 Quad Core 7330U - (8 Gb/512 Gb Ssd/Windows 11 Home) As15 42 / A325 42 Thin A...,"₹34,999",4.1,804,95,AMD Ryzen 3 Quad Core Processor | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty,34999.0,804,95,Acer,AMD Ryzen,8.0,8.0
Lenovo 100E Chromebook Gen 4 Mediatek Kompanio 520 - (4 Gb/32 Gb Emmc Storage/Chrome Os) 82W00004Ha Ch...,"₹11,990",4.0,"2,339",170,MediaTek Kompanio 520 Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 29.46 cm (11.6 Inch) Display | 1 Year Carry-in Warranty,11990.0,2339,170,Lenovo,Other,4.0,4.0
Motorola Motobook 60 Full Metal Oled (I7 14Th Gen) Intel Core 7 (Series 2) 240H - (16 Gb/512 Gb Ssd/Wi...,"₹57,990",4.4,765,84,Intel Core 7 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,57990.0,765,84,Motorola,Other,16.0,16.0
Acer Chromebook Intel Celeron Dual Core N4500 - (8 Gb/128 Gb Emmc Storage/Chrome Os) Cb314-3H-C5Qe/ Cb...,"₹23,990",3.8,"2,681",187,Intel Celeron Dual Core Processor | 8 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,23990.0,2681,187,Acer,Intel Celeron,8.0,8.0
Asus Vivobook S14 (2025)(I5 14Th Gen) With Office 2024 + M365 Basic* Backlit Keyboard Intel Core 5 210...,"₹63,990",4.6,7,0,"Intel Core 5 Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty",63990.0,7,0,Asus,Other,16.0,16.0
Dell G15 Intel Core I5 13Th Gen 13450Hx - (16 Gb/1 Tb Ssd/Windows 11 Home/6 Gb Graphics/Nvidia Geforce...,"₹85,990",4.2,452,40,"Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Operating System | 1 TB SSD | 39.62 cm (15.6 Inch) Display | Alienware Command Center,Dell Support Assist) | 1 Year Onsite Warranty",85990.0,452,40,Dell,Intel Core i5,16.0,16.0
"Asus Vivobook Go 15 (2025) With Office 2024 + M365 Basic*, Backlit Keyboard, Amd Ryzen 5 Quad Core 752...","₹40,990",4.3,"1,067",53,"AMD Ryzen 5 Quad Core Processor | 16 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year | 1 Year Onsite Warranty",40990.0,1067,53,Asus,AMD Ryzen,16.0,16.0
Acer Nitro V 16S Intel Core 5 - (16 Gb/512 Gb Ssd/Windows 11 Home/8 Gb Graphics/Nvidia Geforce Rtx Nvi...,"₹94,990",5.0,4,0,Intel Core 5 Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | 1 Year Warranty,94990.0,4,0,Acer,Other,16.0,16.0
Lenovo 100E Chromebook Gen 4 Mediatek Mediatek Kompanio 528 - (4 Gb/64 Gb Emmc Storage/Chrome Os) 82W0...,"₹11,999",3.9,"1,183",97,MediaTek MediaTek Kompanio 528 Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 29.46 cm (11.6 Inch) Display | 1 Year Carry-in Warranty,11999.0,1183,97,Lenovo,Other,4.0,4.0
Acer Aspire 3 Amd Ryzen 3 Quad Core 7330U - (16 Gb/512 Gb Ssd/Windows 11 Home) As15-42 Thin And Light ...,"₹34,990",4.1,804,95,AMD Ryzen 3 Quad Core Processor | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,34990.0,804,95,Acer,AMD Ryzen,16.0,16.0
Hp Victus Amd Ryzen 7 Hexa Core 7445Hs - (16 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Geforc...,"₹63,990",4.4,776,52,AMD Ryzen 7 Hexa Core Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home 2024 + MISC PC Game Pass DA 3M | 1 Year Onsite Warranty,63990.0,776,52,Hp,AMD Ryzen,16.0,16.0
Acer Aspire Lite Intel Core I3 12Th Gen 1215U - (8 Gb/512 Gb Ssd/Windows 11 Home) Al15-52 Thin And Lig...,"₹35,520",4.1,980,76,Intel Core i3 Processor (12th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 year,35520.0,980,76,Acer,Intel Core i3,8.0,8.0
"Acer Aspire 14 With Backlit Keyboard, Intel Core I5 13Th Gen 13500H - (16 Gb/512 Gb Ssd/Windows 11 Hom...","₹54,990",4.3,"6,165",523,Intel Core i5 Processor (13th Gen) | 16 GB LPDDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Warranty,54990.0,6165,523,Acer,Intel Core i5,16.0,16.0
Dell G15 Intel Core I5 13Th Gen 13450Hx - (16 Gb/512 Gb Ssd/Windows 11 Home/6 Gb Graphics/Nvidia Gefor...,"₹79,990",4.2,452,40,"Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Alienware Command Center,Dell Support Assist) | 1 Year Basic Onsite Service after remote diagnosis with Hardware-Only Support",79990.0,452,40,Dell,Intel Core i5,16.0,16.0
Lenovo Ideapad Slim 3 Next Gen Ai Pc Wuxga Ips Copilot + Pc Qualcomm Snapdragon X - (16 Gb/512 Gb Ssd/...,"₹50,990",4.3,595,58,Qualcomm Snapdragon X Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 38.86 cm (15.3 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,50990.0,595,58,Lenovo,Qualcomm Snapdragon,16.0,16.0
Dell 15 (Core I3 14Th Gen) Intel Core 3 100U - (8 Gb/512 Gb Ssd/Windows 11 Home) Dc15250 Thin And Ligh...,"₹39,990",4.7,12,0,Intel Core 3 Processor | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 38.1 cm (15 Inch) Display | 1 Year Onsite Warranty,39990.0,12,0,Dell,Other,8.0,8.0
"Asus Vivobook 15 (2025) With Office 2024 + M365 Basic*, Intel Core I3 13Th Gen 1315U - (8 Gb/512 Gb Ss...","₹45,200",4.3,"2,371",146,"Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty",45200.0,2371,146,Asus,Intel Core i3,8.0,8.0
Acer Aspire 3 Intel Core I3 13Th Gen 1305U - (16 Gb/512 Gb Ssd/Windows 11 Home) A324-53 Thin And Light...,"₹35,990",4.3,"3,357",248,Intel Core i3 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty,35990.0,3357,248,Acer,Intel Core i3,16.0,16.0
Hp Mso 2024 Intel Core I3 13Th Gen 1315U - (16 Gb/512 Gb Ssd/Windows 11 Home) 15-Fd0574Tu / 15 - Fd066...,"₹42,990",4.2,"2,532",151,Intel Core i3 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home 2024 + MISC PC Game Pass DA 3M | 1 Year Onsite Warranty,42990.0,2532,151,Hp,Intel Core i3,16.0,16.0
Hp Amd Ryzen 5 Quad Core 7520U - (16 Gb/512 Gb Ssd/Windows 11 Home) 15-Fc0690Au Thin And Light Laptop,"₹44,990",4.1,378,27,AMD Ryzen 5 Quad Core Processor | 16 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,44990.0,378,27,Hp,AMD Ryzen,16.0,16.0
Dell Inspiron 15 With Backlit Keyboard Intel Core I7 13Th Gen 1355U - (16 Gb/512 Gb Ssd/Windows 11 Hom...,"₹69,990",4.1,61,3,"Intel Core i7 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | My Dell (Dell Power Manager,Dell Support Assist) | 1 Year Onsite Hardware Service",69990.0,61,3,Dell,Intel Core i7,16.0,16.0
Acer Nitro Lite 16 Intel Core I7 13Th Gen 13620H - (16 Gb/512 Gb Ssd/Windows 11 Home/6 Gb Graphics/Nvi...,"₹69,990",4.3,367,25,Intel Core i7 Processor (13th Gen) | 16 GB DDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | 1 Year Warranty,69990.0,367,25,Acer,Intel Core i7,16.0,16.0
Hp Omen Intel Core 7 240H - (24 Gb/1 Tb Ssd/Windows 11 Home/8 Gb Graphics/Nvidia Geforce Rtx 5050) 16-...,"₹1,19,990",4.4,60,6,Intel Core 7 Processor | 24 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | MS Office Home 2024 + MISC PC Game Pass DA 3M | 1 Year Onsite Warranty,119990.0,60,6,Hp,Other,24.0,24.0
"Asus Vivobook 15 (2025) (I5 14Th Gen) With Mso 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...","₹51,990",4.3,"1,326",98,"Intel Core 5 Processor | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty",51990.0,1326,98,Asus,Other,16.0,16.0
Hp Intel Celeron Dual Core N4500 - (8 Gb/512 Gb Ssd/Windows 11 Home) 14S-Dq3149Tu / 14S-Dq3141Tu Thin ...,"₹30,800",3.8,674,31,Intel Celeron Dual Core Processor | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty,30800.0,674,31,Hp,Intel Celeron,8.0,8.0
Lenovo 100E Chromebook Gen 4 Mediatek Kompanio 520 - (8 Gb/64 Gb Emmc Storage/Chrome Os) 100E Chromebo...,"₹11,990",4.0,"2,339",170,MediaTek Kompanio 520 Processor | 8 GB LPDDR4X RAM | Chrome Operating System | 29.46 cm (11.6 Inch) Display | 1 Year Carry In Warranty,11990.0,2339,170,Lenovo,Other,8.0,8.0
Samsung Galaxy Book4 Metal Intel Core I5 13Th Gen 1335U - (8 Gb/512 Gb Ssd/Windows 11 Home) Np750Xgj-K...,"₹47,730",4.4,"15,581","1,237",Intel Core i5 Processor (13th Gen) | 8 GB LPDDR4X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,47730.0,15581,1237,Samsung,Intel Core i5,8.0,8.0
Asus Chromebook Cx15 Intel Celeron Dual Core N4500 - (4 Gb/64 Gb Emmc Storage/Chrome Os) Cx1505Cka-S70...,"₹14,990",3.8,132,6,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,14990.0,132,6,Asus,Intel Celeron,4.0,4.0
"Asus Vivobook S14 (2025) With Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core I5 13Th Gen 1342...","₹56,990",4.4,806,59,"Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty",56990.0,806,59,Asus,Intel Core i5,16.0,16.0
Acer Aspire 14 Intel Core I7 13Th Gen 13620H - (16 Gb/512 Gb Ssd/Windows 11 Home) As14H-53 Thin And Li...,"₹56,990",4.3,82,12,Intel Core i7 Processor (13th Gen) | 16 GB LPDDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Warranty,56990.0,82,12,Acer,Intel Core i7,16.0,16.0
Msi Thin A15 Amd Ryzen 5 Hexa Core 7535Hs - (16 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Gef...,"₹59,990",4.3,520,51,AMD Ryzen 5 Hexa Core Processor | 16 GB DDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 2 Year Onsite Warranty,59990.0,520,51,Msi,AMD Ryzen,16.0,16.0
Acer Swift Neo Oled Ai Pc Intel Core Ultra 5 115U - (16 Gb/512 Gb Ssd/Windows 11 Home) Sfn14-54H Thin ...,"₹54,900",4.1,"1,394",130,Intel Core Ultra 5 Processor | 16 GB LPDDR5 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Warranty,54900.0,1394,130,Acer,Other,16.0,16.0
Hp 15 Intel Core I3 13Th Gen 1315U - (16 Gb/512 Gb Ssd/Windows 11 Home) 15-Fd0668Tu Thin And Light Lap...,"₹45,970",4.1,742,46,Intel Core i3 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,45970.0,742,46,Hp,Intel Core i3,16.0,16.0
