id,product_name,price,rating,ratings_count,reviews_count,features,brand,processor,ram_gb,storage_gb,Cluster
294,Lenovo Ideapad Slim 3 Amd Ryzen 5 Hexa Core 7530U - (8 Gb/512 Gb Ssd/Windows 11 Home) 15Abr8 Thin And ...,38899.0,4.3,0,0,AMD Ryzen 5 Hexa Core Processor | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite,Lenovo,AMD Ryzen,8,8,1
295,Apple Macbook Air M4 - (24 Gb/512 Gb Ssd/Macos Sequoia) Mc6K4Hn/A,155990.0,5.0,3,0,"Apple M4 Processor | 24 GB Unified Memory RAM | Mac OS Operating System | 512 GB SSD | 38.86 cm (15.3 Inch) Display | Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather | 1 Year Limited Warranty",Apple,Other,24,24,1
296,Acer Travellite (2025) Intel Core I5 13Th Gen 1334U - (16 Gb/512 Gb Ssd/Windows 11 Home) Tl04-51M Thin...,47490.0,5.0,3,0,"Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office 2021, Windows 11 Home | 1 Year Warranty",Acer,Intel Core i5,16,16,1
297,Zebronics Pro Series Z Intel Core I5 12Th Gen 1235U - (8 Gb/512 Gb Ssd/Windows 11 Home) Zeb-Nbc 4S Thi...,36990.0,4.0,1122,141,Intel Core i5 Processor (12th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty,Other,Intel Core i5,8,8,1
298,Acer Aspire 7 Intel Core I7 13Th Gen 13620H - (16 Gb/512 Gb Ssd/Windows 11 Home/6 Gb Graphics/Nvidia G...,72990.0,4.3,310,27,Intel Core i7 Processor (13th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,Acer,Intel Core i7,16,16,1
299,Hp 250R G10 (2025) Intel Core 3 14Th Gen 100U - (16 Gb/512 Gb Ssd/Windows 11 Home) 250R G10 Thin And L...,44900.0,3.7,7,0,"Intel Core 3 Processor (14th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office 2021, Windows 11 Home | 1 Year",Hp,Other,16,16,1
300,Acer Aspire Lite Amd Ryzen 3 Quad Core 5300U - (16 Gb/512 Gb Ssd/Windows 11 Home) Al15-41 Thin And Lig...,34344.0,4.1,1384,101,AMD Ryzen 3 Quad Core Processor | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty,Acer,AMD Ryzen,16,16,1
301,Asus Vivobook Go 15 Amd Ryzen 5 Quad Core 7520U - (16 Gb/512 Gb Ssd/Windows 11 Home) E1504Fa-Nj542Ws T...,41790.0,4.0,8,3,AMD Ryzen 5 Quad Core Processor | 16 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,Asus,AMD Ryzen,16,16,1
302,Lenovo Yoga Slim 7 Ultra 7 155H Wuxga Oled Intel Core Ultra 7 155H - (16 Gb/1 Tb Ssd/Windows 11 Home) ...,95990.0,4.3,100,5,Intel Core Ultra 7 Processor | 16 GB LPDDR5X RAM | Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | 1 Year Carry-in Warranty,Lenovo,Other,16,16,1
303,Msi Venture 15 Ai Intel Core Ultra 7 155H - (16 Gb/1 Tb Ssd/Windows 11 Home) Venture 15 Ai A1Mg-007In ...,72990.0,3.8,17,4,Intel Core Ultra 7 Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 1 TB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home & Student 2021 | 2 Year On-Site Warranty,Msi,Other,16,16,1
304,Lenovo Amd Ryzen 3 Quad Core 7330U - (8 Gb/512 Gb Ssd/Windows 11 Home) Tp E14 Gen 5 Thin And Light Lap...,43990.0,4.1,68,10,AMD Ryzen 3 Quad Core Processor | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty,Lenovo,AMD Ryzen,8,8,1
305,Lenovo V14 Octa Core (2025) Intel Core I5 13Th Gen 13420H - (8 Gb/512 Gb Ssd/Windows 11 Home) V14 Thin...,49990.0,3.7,3,1,"Intel Core i5 Processor (13th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office 2021, Windows 11 Home | 1 Year",Lenovo,Intel Core i5,8,8,1
306,Hp 250R G9 (2024) Intel Core I3 13Th Gen Intel Core I3 - 1315U (13Th Gen) - (8 Gb/512 Gb Ssd/Windows 1...,38990.0,4.2,72,1,Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Windows 11 | 1 Year Onsite Warranty,Hp,Intel Core i3,8,8,1
307,Hp Mso 2024 Amd Ryzen 5 Hexa Core 7430U - (16 Gb/512 Gb Ssd/Windows 11 Home) 15-Fc0389Au Thin And Ligh...,47900.0,4.0,52,4,AMD Ryzen 5 Hexa Core Processor | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | MS Office Home 2024 + 1 year M365 Basic | 1 Year Onsite Warranty,Hp,AMD Ryzen,16,16,1
308,Lenovo V15 Amd Ryzen 3 Quad Core 7320U - (8 Gb/512 Gb Ssd/Windows 11 Home) V15 G4 Amn 1 Thin And Light...,34990.0,4.2,2275,190,AMD Ryzen 3 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,Lenovo,AMD Ryzen,8,8,1
309,"Asus Vivobook 16 (2025) With Office 2024 + M365 Basic, Ai Pc Intel Core Ultra 5 - (16 Gb/512 Gb Ssd/Wi...",67190.0,4.4,44,2,Intel Core Ultra 5 Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | Microsoft Office Home 2024 + Microsoft 365 Basic | 1 Year Onsite warranty,Asus,Other,16,16,1
310,Lenovo Ideapad 3 Intel Core I3 12Th Gen 1215U - (16 Gb/512 Gb Ssd/Windows 11 Home) 14Iau7 Thin And Lig...,36990.0,4.2,425,22,Intel Core i3 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Yr. Onsite + 1 Yr. Accidental Damage Protection,Lenovo,Intel Core i3,16,16,1
311,Hp 14S Amd Ryzen 3 Quad Core 4300U - (8 Gb/512 Gb Ssd/Windows 10 Home) 14S-Fr0016Au Thin And Light Lap...,39954.0,4.4,1458,184,"AMD Ryzen 3 Quad Core Processor | 8 GB DDR4 RAM | 64 bit Windows 10 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office 2019 and Office 365, HP Smart, HP Documentation, HP SSRM | 1 Year Onsite Warranty",Hp,AMD Ryzen,8,8,1
312,Lenovo Loq Intel Core I7 13Th Gen 13650Hx - (24 Gb/512 Gb Ssd/Windows 11 Home/8 Gb Graphics/Nvidia Gef...,128990.0,4.3,397,34,Intel Core i7 Processor (13th Gen) | 24 GB DDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty,Lenovo,Intel Core i7,24,24,1
313,Acer Aspire 7 Intel Core I5 12Th Gen 12450H - (8 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Ge...,51990.0,4.2,3898,306,Intel Core i5 Processor (12th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,Acer,Intel Core i5,8,8,1
314,Acer 3 Years Warranty Aspire Lite (2025) Intel Core I5 13Th Gen 1334U - (16 Gb/512 Gb Ssd/Windows 11 H...,49990.0,4.7,3,0,"Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office 2021, Windows 11 Home | 3 Years",Acer,Intel Core i5,16,16,1
315,Lenovo Loq Intel Core I5 12Th Gen 12450Hx - (16 Gb/512 Gb Ssd/Windows 11 Home/6 Gb Graphics/Nvidia Gef...,92990.0,4.1,100,6,Intel Core i5 Processor (12th Gen) | 16 GB DDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty,Lenovo,Intel Core i5,16,16,1
316,Lenovo Loq Intel Core I7 13Th Gen 13650Hx - (16 Gb/512 Gb Ssd/Windows 11 Home/6 Gb Graphics/Nvidia Gef...,109990.0,4.1,188,13,Intel Core i7 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Office Home & Student 2021 | 1Yr Warranty and 1 Yr Accidental Damage Protection,Lenovo,Intel Core i7,16,16,1
317,Lenovo V 14 (2025) Intel Core I5 13Th Gen 13420H - (16 Gb/512 Gb Ssd/Windows 11 Pro) V14 Thin And Ligh...,53850.0,4.1,30,1,"Intel Core i5 Processor (13th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office 2021, Windows 11 Pro | 1 Year Onsite Warranty",Lenovo,Intel Core i5,16,16,1
318,Hp Intel Core 3 13Th Gen 1315U - (8 Gb/512 Gb Ssd/Windows 11 Home) 15-Fd0186Tu Thin And Light Laptop,38990.0,4.0,4,0,Intel Core 3 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year,Hp,Other,8,8,1
319,Hp 14S Backlit Intel Core I3 11Th Gen 1115G4 - (8 Gb/512 Gb Ssd/Windows 11 Home) 14S-Dq2649Tu Thin And...,39901.0,4.3,277,19,Intel Core i3 Processor (11th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty,Hp,Intel Core i3,8,8,1
320,Samsung Galaxy Book4 Intel Core 7 150U - (16 Gb/512 Gb Ssd/Windows 11 Home) Np750Xgk-Lg8In Notebook,71999.0,5.0,4,0,Intel Core 7 Processor | 16 GB LPDDR4X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | McAfee Live Safe (Trial) Live Wallpaper Samsung Gallery Quick Search Samsung Flow Samsung Notes Samsung Recovery Samsung Settings Studio Plus Samsung Update Samsung Pass Second Screen Quick Share Private Share Galaxy Book Experience Galaxy Book Smart Switch | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,Samsung,Other,16,16,1
321,Msi Modern 14 Amd Ryzen 7 Octa Core 7730U - (16 Gb/512 Gb Ssd/Windows 11 Home) Modern 14 C7M-285In Bus...,49990.0,4.3,18,2,AMD Ryzen 7 Octa Core Processor | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home & Student 2021 included | 1 Year Carry-in Warranty,Msi,AMD Ryzen,16,16,1
322,Dell Inspiron Mso '2024 Intel Core I3 13Th Gen 1305U - (8 Gb/512 Gb Ssd/Windows 11 Home) Inspiron 3530...,37999.0,4.1,332,21,Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home & Student 2024 | 1 Year Onsite Hardware Service,Dell,Intel Core i3,8,8,1
323,Hp Amd Ryzen 5 Hexa Core 5500U - (16 Gb/512 Gb Ssd/Windows 11 Home) 15S- Eq2182Au Thin And Light Lapto...,47900.0,4.3,3791,266,"AMD Ryzen 5 Hexa Core Processor | 16 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office 2021 Home & Student, HP Documentation, HP BIOS recovery, HP Smart | 1 Year Onsite Warranty",Hp,AMD Ryzen,16,16,1
324,Lenovo Loq Intel Core I5 12Th Gen 12450Hx - (16 Gb/512 Gb Ssd/Windows 11 Home/6 Gb Graphics/Nvidia Gef...,81990.0,3.9,217,16,Intel Core i5 Processor (12th Gen) | 16 GB DDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Office Home & Student 2021 | 1Yr Warranty and 1 Yr Accidental Damage Protection,Lenovo,Intel Core i5,16,16,1
325,Dell 14 (2025) Intel Core I3 13Th Gen 1305U - (16 Gb/512 Gb Ssd/Windows 11 Pro) 14 Thin And Light Lapt...,45990.0,4.3,210,12,"Intel Core i3 Processor (13th Gen) | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office 2021, Windows 11 Pro | 1 Year Accidentaly Damage Protection + Onsite",Dell,Intel Core i3,16,16,1
326,Msi Modern 15 Intel Core I7 12Th Gen 1255U - (16 Gb/1 Tb Ssd/Windows 11 Home) Modern 15 B12Mo-1050In B...,53990.0,4.2,6,1,Intel Core i7 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 1 TB SSD | 38.1 cm (15 Inch) Display | 1 Year Carry-in Warranty,Msi,Intel Core i7,16,16,1
327,Lenovo Loq Intel Core I5 13Th Gen 13450Hx - (24 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Gef...,78990.0,4.3,2592,204,Intel Core i5 Processor (13th Gen) | 24 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 | 1 Year Carry-in Warranty,Lenovo,Intel Core i5,24,24,1
328,Lenovo Loq Amd Ryzen 5 Quad Core 7235Hs - (24 Gb/512 Gb Ssd/Windows 11 Home/6 Gb Graphics/Nvidia Gefor...,73990.0,4.4,1018,75,AMD Ryzen 5 Quad Core Processor | 24 GB DDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1Yr Warranty and 1 Yr Accidental Damage Protection,Lenovo,AMD Ryzen,24,24,1
329,Hp Ms Office 2024 Intel Core I3 13Th Gen 1315U - (8 Gb/512 Gb Ssd/Windows 11 Home) Fd0465Tu Thin And L...,42990.0,3.9,68,4,Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office H&S Edition 2024 | 1 Year Carry-in Warranty,Hp,Intel Core i3,8,8,1
330,Dell Amd Ryzen Ai 9 12 Core - (32 Gb/2 Tb Ssd/Windows 11 Home/12 Gb Graphics/Nvidia Geforce Rtx Nvidia...,294990.0,4.3,0,0,AMD Ryzen AI 9 12 Core Processor | 32 GB DDR5 RAM | Windows 11 Home Operating System | 2 TB SSD | 40.64 cm (16 Inch) Display | 1 YEAR INTERNATIONAL,Dell,AMD Ryzen,32,32,1
331,"Dell Intel Core I3 13Th Gen 1305U - (8 Gb/512 Gb Ssd/Windows 11 Home) Vostro 3530,Vostro 3530 Rpl Thin...",37990.0,4.2,729,38,Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite warranty,Dell,Intel Core i3,8,8,1
332,Asus Vivobook 15 Intel Core I3 12Th Gen 1215U - (8 Gb/512 Gb Ssd/Windows 11 Home) X1502Za-Ej953Ws Thin...,31999.0,4.3,7743,607,Intel Core i3 Processor (12th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,Asus,Intel Core i3,8,8,1
333,Dell 14 With Backlit Keyboard And Fingerprint Sensor Amd Ryzen Ai 7 Octa Core 350 Ai - (16 Gb/1 Tb Ssd...,84490.0,4.3,0,0,AMD Ryzen AI 7 Octa Core Processor | 16 GB LPDDR5X RAM | Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty,Dell,AMD Ryzen,16,16,1
334,Asus Vivobook 14 Intel Core I3 11Th Gen 1115G4 - (8 Gb/256 Gb Ssd/Windows 11 Home) X415Ea-Ek342Ws Thin...,33999.0,4.3,642,58,Intel Core i3 Processor (11th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 256 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty,Asus,Intel Core i3,8,8,1
335,Lenovo Thinkbook 15 Amd Ryzen 5 Hexa Core 5500U - (8 Gb/512 Gb Ssd/Windows 11 Home) Tb15 G3 Acl Thin A...,59990.0,4.3,0,0,AMD Ryzen 5 Hexa Core Processor | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,Lenovo,AMD Ryzen,8,8,1
336,Lenovo Loq Intel Core I5 13Th Gen 13450Hx - (16 Gb/512 Gb Ssd/Windows 11 Pro/6 Gb Graphics/Nvidia Gefo...,89990.0,3.2,6,1,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,Lenovo,Intel Core i5,16,16,1
337,Dell Latitude 3550 (2025) Intel Core I3 13Th Gen 1315U - (16 Gb/512 Gb Ssd/Windows 11 Pro) Latitude 35...,44990.0,4.0,42,2,"Intel Core i3 Processor (13th Gen) | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office 2021, Windows 11 Pro | 1 Year Accidentaly Damage Protection + Onsite",Dell,Intel Core i3,16,16,1
338,Msi Thin 15 Intel Core I5 12Th Gen 12450H - (16 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Gef...,58699.0,4.3,1547,117,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 2 Year Onsite Warranty,Msi,Intel Core i5,16,16,1
339,Lenovo Yoga Pro 7 3K Oled Ai Pc Full Metal Body Intel Core Ultra 9 285H - (32 Gb/1 Tb Ssd/Windows 11 H...,132990.0,4.2,23,1,"Intel Core Ultra 9 Processor | 32 GB LPDDR5X RAM | Windows 11 Home Operating System | 1 TB SSD | 35.56 cm (14 Inch) Touchscreen Display | Microsoft Office Home 2024, Lenovo AI Now | 1 Year Carry-in Warranty",Lenovo,Other,32,32,1
340,Msi Thin 15 Intel Core I7 13Th Gen 13620H - (16 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvidia Gef...,74990.0,4.4,43,4,Intel Core i7 Processor (13th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 2 Year Onsite Warranty,Msi,Intel Core i7,16,16,1
341,Asus Amd Ryzen 3 Quad Core - (8 Gb/512 Gb Ssd/Windows 11 Home) E1504Fa-Nj321Ws Thin And Light Laptop,38799.0,4.3,0,0,AMD Ryzen 3 Quad Core Processor | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,Asus,AMD Ryzen,8,8,1
342,Asus Rog Strix Scar 15 (2021) Amd Ryzen 9 Octa Core 5900Hx - (32 Gb/1 Tb Ssd/Windows 10 Home/8 Gb Grap...,227990.0,4.8,12,2,AMD Ryzen 9 Octa Core Processor | 32 GB DDR4 RAM | 64 bit Windows 10 Operating System | 1 TB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home and Student 2019 | 1 Year Onsite Warranty,Asus,AMD Ryzen,32,32,1
343,Lenovo V15 Intel Core I5 13Th Gen 1315U - (8 Gb/512 Gb Ssd/Windows 11 Home) V15 G5 Irl Thin And Light ...,47600.0,4.3,0,0,Intel Core i5 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,Lenovo,Intel Core i5,8,8,1
344,Lenovo Ideapad 3 Intel Core I5 10Th Gen 1035G1 - (4 Gb/1 Tb Hdd/Windows 10 Home) 15Iil05 Laptop,41999.0,3.6,399,73,Intel Core i5 Processor (10th Gen) | 4 GB DDR4 RAM | 64 bit Windows 10 Operating System | 1 TB HDD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home and Student 2019 | 1 Year Onsite Warranty,Lenovo,Intel Core i5,4,4,1
345,Asus Vivobook 15 Intel Core I3 11Th Gen 1115G4 - (8 Gb/256 Gb Ssd/Windows 11 Home) X515Ea-Ej312W Thin ...,26999.0,4.3,3452,334,Intel Core i3 Processor (11th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 256 GB SSD | 39.62 cm (15.6 Inch) Display | Not Applicable | 1 Year Onsite Warranty,Asus,Intel Core i3,8,8,1
346,Lenovo Ideapad Gaming Amd Ryzen 5 Hexa Core 4600H - (8 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvi...,61990.0,4.5,203,22,AMD Ryzen 5 Hexa Core Processor | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office (Trial Only) | 1 Year Warranty,Lenovo,AMD Ryzen,8,8,1
347,Msi Cyborg 15 Ai Pc Intel Core Ultra 5 125H - (16 Gb/1 Tb Ssd/Windows 11 Home/6 Gb Graphics/Nvidia Gef...,89990.0,4.8,11,0,Intel Core Ultra 5 Processor | 16 GB DDR5 RAM | Windows 11 Operating System | 1 TB SSD | 39.62 cm (15.6 Inch) Display | 2 Year Carry-in Warranty,Msi,Other,16,16,1
348,Asus Tuf Gaming A15 Amd Ryzen 7 Octa Core 7435Hs - (16 Gb/512 Gb Ssd/Windows 11 Home/4 Gb Graphics/Nvi...,55990.0,4.3,1853,134,AMD Ryzen 7 Octa Core Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Carry-in Warranty,Asus,AMD Ryzen,16,16,1
349,Msi Modern 14 Intel Core I7 12Th Gen 1255U - (16 Gb/512 Gb Ssd/Windows 11 Home) Modern 14 C12Mo-1202In...,57990.0,4.3,32,1,Intel Core i7 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Onsite Warranty,Msi,Intel Core i7,16,16,1
350,Hp Omen Slim Intel Core Ultra 7 255H - (24 Gb/1 Tb Ssd/Windows 11 Home/8 Gb Graphics/Nvidia Geforce Rt...,144990.0,4.0,5,2,Intel Core Ultra 7 Processor | 24 GB DDR5 RAM | Windows 11 Home Operating System | 1 TB SSD | 40.64 cm (16 Inch) Display | 1 Year Onsite Warranty,Hp,Other,24,24,1
351,Lenovo Ideapad 3 Intel Core I3 10Th Gen 10110U - (8 Gb/256 Gb Ssd/Windows 11 Home) 15Iml05 Thin And Li...,37999.0,4.3,4212,421,Intel Core i3 Processor (10th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 256 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home & Student 2019 | 2 Years Warranty,Lenovo,Intel Core i3,8,8,1
352,"Asus Zenbook A14 Oled (2025), Mso 2024 + M365 Basic, Metal Body, Backlit Keyboard, Qualcomm Snapdragon...",89990.0,4.3,0,0,"Qualcomm Snapdragon X Elite Processor | 16 GB LPDDR5X RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year | 1 Year Onsite Warranty",Asus,Qualcomm Snapdragon,16,16,1
353,"Asus Vivobook S14 (2025) With Office 2024 + M365 Basic*, Ai Pc, Backlit Keyboard, Intel Core Ultra 5 2...",72990.0,4.3,47,5,"Intel Core Ultra 5 Processor | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year | 1 Year Onsite Warranty",Asus,Other,16,16,1
354,Hp 250R G9 Intel Core I3 13Th Gen 1315U - (8 Gb/512 Gb Ssd/Windows 11 Home) 42V68Pa Thin And Light Lap...,38990.0,4.2,210,17,"Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | HP Support Assistant, Native Miracast Support, HP AudioSwitch, HP Documentation, HP Setup Integrated, OOBE, HP SSRM, HP Jumpstart, McAfee LiveSafe (30 Day Trial), Xerox DocuShare (30 Day Trial) | 1 Year Onsite Warranty",Hp,Intel Core i3,8,8,1
355,Hp Spectre X360 Oled Eyesafe Evo Intel Core I7 13Th Gen 1355U - (16 Gb/1 Tb Ssd/Windows 11 Home) 14-Ef...,139990.0,4.8,4,1,Intel Core i7 Processor (13th Gen) | 16 GB LPDDR4X RAM | 64 bit Windows 11 Operating System | 1 TB SSD | 34.29 cm (13.5 Inch) Touchscreen Display | 1 Year Onsite Warranty,Hp,Intel Core i7,16,16,1
356,Acer Aspire 14 Ai Qualcomm Snapdragon X - (16 Gb/512 Gb Ssd/Windows 11 Home) A14-11M Thin And Light La...,59990.0,4.5,130,25,Qualcomm Snapdragon X Processor | 16 GB LPDDR5X RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | 1 Year Warranty,Acer,Qualcomm Snapdragon,16,16,1
357,Asus Vivobook Go 15 (2025) With Office 2024 + M365 Basic* Intel Core I3 N305 - (8 Gb/512 Gb Ssd/Window...,39990.0,4.3,374,33,"Intel Core i3 Processor | 8 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year | 1 Year Onsite Warranty",Asus,Intel Core i3,8,8,1
358,Hp 14S Intel Celeron Dual Core N4500 - (8 Gb/256 Gb Ssd/Windows 11 Home) 14S- Dq3032Tu Thin And Light ...,30999.0,3.8,558,49,Intel Celeron Dual Core Processor | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 256 GB SSD | 35.56 cm (14 Inch) Display | 1 Year onsite warranty,Hp,Intel Celeron,8,8,1
